Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
BRD4_27068464_Chip-Seq_AML-cells_Mouse	77/2000	0.000000163596077685472734358906464653682366616749277454800903797149658203125	0.0000146904440720330145748497019386746842428692616522312164306640625	0.0000000000000000000000000009986716771190459165267015019791232516015399014968510492553059076619305194089104560362102347426116466522216796875	0.0000000000000000000000000634156514970594092422622217669172636601518639451165086882648969695479117258951617941420408897101879119873046875	-1.4571235038880164	16.21532692443461	ACHE;TNFAIP8;CDKN1A;PSCA;NCF2;GMFG;KCNC3;SLC35B1;ITGB2;TNFAIP3;GPT;ADM;CTSS;BBC3;TUBB6;UPP1;CD34;CCR2;PHLDA3;GAMT;CD53;EDN1;FCER1G;TNFRSF12A;CD93;METTL1;ACTN1;ITGA1;ADIPOQ;CYBB;EMP3;RHOC;MMP9;RHOB;RAB32;PSRC1;SLPI;TXNIP;TAGLN2;CD48;LCP1;MCM6;LTB;KIF20B;SGK1;ATF3;FBP2;CD44;TLR2;CFD;CSTB;LRRC59;C5AR1;CXCR4;IQGAP2;SAMSN1;AIF1;LRP8;PSMB10;C3;DRAM1;CLEC7A;CCL5;HIST1H3G;UTP20;SLC19A2;EGLN3;STAT1;LY86;LAPTM5;PYCR1;PTPRC;ALOX5AP;TGFBI;EVI2B;LPIN2;HCN2
RXR_22158963_ChIP-Seq_LIVER_Mouse	77/2000	0.000000163596077685472734358906464653682366616749277454800903797149658203125	0.0000146904440720330145748497019386746842428692616522312164306640625	0.0000000000000000000000000009986716771190459165267015019791232516015399014968510492553059076619305194089104560362102347426116466522216796875	0.0000000000000000000000000634156514970594092422622217669172636601518639451165086882648969695479117258951617941420408897101879119873046875	-1.4068832219940235	15.656237325294182	ACAA2;SERPINE1;LY75;SLC2A2;PCTP;GPT;ENO1;FBXO21;SERPINA6;CLU;LIPA;TSKU;FTCD;BBC3;HERPUD1;HEBP1;PDK4;MBL2;GAMT;IGFBP1;FGB;SLC13A2;KLF11;ABCC4;FCER1G;FGG;ADAM11;SLC6A12;FTSJ3;MN1;TUBB2A;ACOX2;LY6D;TXNIP;RARB;PLIN2;ANGPTL4;CYP2E1;ASPA;FBP2;CFD;CEBPB;SLC22A6;RETSAT;NR1I3;NT5C2;ADH7;IQGAP2;C3;NTF3;SLC25A20;SLC25A22;DECR1;SLC19A2;EGLN3;GOT1;GDF15;EPHX2;EPHX1;FN1;OSGIN1;ATOX1;AGT;ACSF2;PSMB9;CXCL10;RCAN1;BHMT;VNN1;KRT18;BCL6;FABP5;GSTA3;SLC25A30;SFXN1;CIAPIN1;LPIN2
Nerf2_26677805_Chip-Seq_MACROPHAGESS_Mouse	54/1331	0.000003345467019884588156489364785262097257145796902477741241455078125	0.00017703096313555945619071241292630247698980383574962615966796875	0.000000000000000000017748428016667808091588382719189126435751882567664936105229778195990775202517397701740264892578125	0.00000000000000000036355650937367927245250158911361969660356039722609610732872997829190353513695299625396728515625	-1.799621914088039	15.547268279413785	TNFAIP8;CDKN1A;HEXA;ITGB2;PREP;TNFAIP3;HSPB1;PCTP;ADM;TMEM97;LIPA;TSKU;CTSS;GLIPR1;GPR176;ATIC;TMEM43;BASP1;B3GALT2;ANPEP;ARHGDIB;C3AR1;CD36;ABCC4;EDN1;ANXA3;DNAJB14;RHOB;MMP12;BTC;LCP1;SGK1;ATF3;MVP;C5AR1;FAM129A;SLC3A2;NT5C2;LRP8;GPNMB;HMOX1;NQO1;GDF15;OSGIN1;MAGOHB;IGJ;BCL6;P4HA2;GSTA3;ALOX5AP;TGFBI;SEC24D;IL7R;LPIN2
NRF2_20460467_ChIP-Seq_MEFs_Mouse	45/1055	0.0000067405422210770696639305261943508895683407899923622608184814453125	0.0002517790770814081944238560506477142553194426000118255615234375	0.00000000000000000564330599475002128966408040181796753478983549932694596673599107816698960959911346435546875	0.0000000000000000814431660605968952162317907348218195279506318264885200708391721491352654993534088134765625	-1.7973835922321795	14.894843297097134	CSTB;CDKN1A;CEBPB;ITGB2;SERPINE1;FGL2;PREP;CD3G;PCTP;ADH7;DTX4;LRP8;TSKU;ARHGDIB;HMOX1;TSPAN2;CD34;IL33;NQO1;ABCC4;EGLN3;ANXA1;CCDC109B;EPHX1;FN1;OSGIN1;PLAUR;MAGOHB;F3;BTC;RAB32;MN1;SLPI;BCL6;GSTA3;PAPPA;ALOX5AP;ALDH1A1;SLC25A30;BAX;LCP1;SEC24D;HRASLS;SGK1;RBKS
NFE2L2_20460467_ChIP-Seq_MEFs_Mouse	45/1055	0.0000067405422210770696639305261943508895683407899923622608184814453125	0.0002517790770814081944238560506477142553194426000118255615234375	0.00000000000000000564330599475002128966408040181796753478983549932694596673599107816698960959911346435546875	0.0000000000000000814431660605968952162317907348218195279506318264885200708391721491352654993534088134765625	-1.7916783582993485	14.847564260073511	CSTB;CDKN1A;CEBPB;ITGB2;SERPINE1;FGL2;PREP;CD3G;PCTP;ADH7;DTX4;LRP8;TSKU;ARHGDIB;HMOX1;TSPAN2;CD34;IL33;NQO1;ABCC4;EGLN3;ANXA1;CCDC109B;EPHX1;FN1;OSGIN1;PLAUR;MAGOHB;F3;BTC;RAB32;MN1;SLPI;BCL6;GSTA3;PAPPA;ALOX5AP;ALDH1A1;SLC25A30;BAX;LCP1;SEC24D;HRASLS;SGK1;RBKS
IRF8_21731497_ChIP-ChIP_J774_Mouse	17/319	0.000499029784375180159201879082075947735575027763843536376953125	0.009053826087949697065671017526256036944687366485595703125	0.00000000661029834559254357631256310908092477252040453095105476677417755126953125	0.00000001793820277543275898256229365125558050664267284446395933628082275390625	-3.085297879276251	14.514993174924635	CD53;CD74;HEXA;CCDC109B;LY86;CYBB;AIF1;PSMB10;CTSS;PSMB8;BTC;UCP2;COTL1;CASP1;HMOX1;GBP2;CD68
PPARG_19300518_ChIP-PET_3T3-L1_Mouse	15/272	0.0007427419201097708138792352627888249116949737071990966796875	0.01241160840183432902128490837867502705194056034088134765625	0.000000033491870584353628750957031744162062381064970395527780055999755859375	0.0000000790607353942920243421014526996604132591528468765318393707275390625	-3.200968504461506	14.049444750435756	ACAA2;HSPB8;LTC4S;AGT;RHOB;C3;FABP4;CLDN15;CPT2;SFXN1;TAGLN2;CD36;ANGPTL4;HOXA4;MCM2
TRP63_18441228_ChIP-ChIP_KERATINOCYTES_Mouse	10/143	0.000963429616725029898914589576719436081475578248500823974609375	0.0145661382528665221680608254928301903419196605682373046875	0.00000087903489354363021081556310576399226874855230562388896942138671875	0.00000162736780583150204070410661805201613105964497663080692291259765625	-3.27266640691565	13.84028865901074	EDN1;VCAM1;HSPB8;PLAUR;HMOX1;PLEK2;VIM;LPIN2;RHOB;CKS1B
NUCKS1_24931609_ChIP-Seq_HEPATOCYTES_Mouse	28/588	0.000063174521983134886084394754579562913932022638618946075439453125	0.001542916209972717243859019475848981528542935848236083984375	0.00000000000108153329187903662420519365036660107350259540925918599896249361336231231689453125	0.000000000005629292133960559347675205088467614172355324431151757380575872957706451416015625	-2.1231034664736206	13.745143835408143	CDKN1A;CEBPB;TNFAIP3;HSPB1;ADM;SLC3A2;CLU;BBC3;ICAM1;MYC;HMOX1;JAK1;IGFBP1;EGLN3;STAT1;GDF15;ITGA1;FN1;KRT8;F3;NME1;RCAN1;BCL6;IRF1;DDIT4;BAX;IRF8;ATF3
IRF8_22096565_ChIP-ChIP_GC-B_Human	12/203	0.00136569208034156668041259052870373125188052654266357421875	0.0180324094039573425141131934879012987948954105377197265625	0.00000039362870821580645547339469790537602733593303128145635128021240234375	0.000000768727352131131557862425522642535469231006572954356670379638671875	-3.290291844323939	13.212445317618032	CD74;OAS1;BANK1;CLEC7A;SLC25A30;LY86;SLC2A5;LIPA;PSMB10;PSMB8;PSMB9;HERPUD1
ATF3_23680149_ChIP-Seq_GBM1-GSC_Human	77/2189	0.00000534590838228006133016866063822902788160718046128749847412109375	0.0002424751301962741975061510490974114873097278177738189697265625	0.0000000000000000000000002364964378527226640341160827891352525696448553393259764359611712638241376449599329134798608720302581787109375	0.0000000000000000000000115519413874214535367640024612836791311099196733388725597883026942336304188074791454710066318511962890625	-1.5127414558327783	12.592984781695879	TNFAIP8;CDKN1A;HSPB8;SERPINE1;HSPB1;ADM;ENO1;ECSIT;CLU;FTCD;BBC3;HERPUD1;CKS1B;GLIPR1;UCHL1;TUBA1A;MYC;C3AR1;ANKRD1;UPP1;CD34;FGB;EDN1;ANXA1;TNFRSF12A;ANXA3;ACTN1;TUBB;ADIPOQ;KRT8;MRPS18B;DNAJB14;EMP3;RHOC;F3;SERPINB6;NME1;MMP12;RAB32;TUBB2B;RAB30;PXDN;S100A6;RARB;RDH5;PLIN2;S100A4;TAGLN2;ATF3;RBKS;CEBPB;DDX27;PSMB3;TTPA;CCL2;GBP2;PLTP;SLC19A2;STRA6;PTCD2;GOT1;NDUFA5;GFPT2;TFPI2;FN1;ASNS;ATOX1;P2RX7;PTPRE;RCAN1;BCL6;FABP5;VIM;TGFBI;IL7R;EVI2B;GSTM5
STAT3_1855785_ChIP-Seq_MESCs_Mouse	25/572	0.000558578359757518050875135795507731018005870282649993896484375	0.0095864123904330807157680993668691371567547321319580078125	0.00000000010180884803088734006266535252413778407654110225166732561774551868438720703125	0.000000000362832318855058598765345115124444745624554542473561014048755168914794921875	-2.700215875115242	12.549006369416517	CDKN1A;GMFG;SERPINE1;ADH7;AAAS;WFDC2;BBC3;ICAM1;MYC;SLC16A6;PDK4;UPP1;SLC15A1;GFPT2;FN1;ASNS;WDR77;NME1;APRT;DAK;P2RX4;BCL6;IRF1;NUPR1;ADA
SMRT_22465074_ChIP-Seq_MACROPHAGES_Mouse	73/2000	0.0000026769120295260930716637649828815170849338755942881107330322265625	0.00015453083079536991738082984948476905628922395408153533935546875	0.0000000000000000000000006170014982596113487355778009291253151011015397362755684721870338255676757821532874004333280026912689208984375	0.00000000000000000000002798542509963237298454426871246620754420064191457296884073149660643320402186873252503573894500732421875	-1.4144480133816035	12.411946708067033	TNFAIP8;CDKN1A;ACAA2;NCF2;GMFG;CLEC10A;GPR65;ITGB2;HEXA;HTR2B;TNFAIP3;SLC2A5;CTSS;GLIPR1;TUBB6;UPK1B;LGALS1;BASP1;MYC;DSE;CD53;EDN1;FCER1G;ACTN1;ADIPOQ;CYBB;EMP3;RHOB;RAB32;RAB30;TUBB2A;MTHFD2;IRF1;ANGPTL3;TXNIP;S100A4;TAGLN2;CD48;ANGPTL4;LTB;SGK1;ATF3;CD44;PDXK;FAM129A;CXCR4;NT5C2;CORO1A;AIF1;PLAC8;DRAM1;GPNMB;CLEC7A;CCL5;FLNA;CCL2;PLEK2;PTCD2;GOT1;STAT1;GDF15;EPHX1;NMI;ATOX1;PTPRC;BCL6;ALOX5AP;CRYL1;CD69;TGFBI;IL7R;NFKBIE;SLC26A6
EKLF_21900194_ChIP-Seq_ERYTHROCYTE_Mouse	49/1239	0.0000194137713111821927206880611382899814998381771147251129150390625	0.000587035465838128237177351298470284746144898235797882080078125	0.000000000000000003228270447984510397970269769334272331245373495101276019314529008852332481183111667633056640625	0.00000000000000004880837463024200546279313438589004908152763789232209123980510412366129457950592041015625	-1.6670975382489275	12.403914736425843	ACHE;ALAS2;PREP;ENO1;ECSIT;MRPL34;ATIC;TUBA1A;LGALS1;MYC;RAC2;EFHD2;SEC13;EMP3;THOC5;FTSJ3;NME6;TAGLN2;LCP1;CD44;MCM2;LRRC59;CSTB;DDX27;AAAS;NT5C2;CORO1A;CRIP1;THBS1;SRM;GNAI2;PSMB3;UCP2;HMOX1;DPH5;PLEK2;SNCA;NQO1;GOT1;NDUFA5;ASNS;TBCB;LRPPRC;CCNG1;TSR1;SFXN1;BLMH;VIM;LPIN2
TCF21_26020271_ChIP-Seq_SMOOTH_MUSCLE_Human	71/2000	0.00000982300484048900609157679852945221909976680763065814971923828125	0.0003282951617742378182251972162930542253889143466949462890625	0.00000000000000000000001395569839853614265834112327589949337498002630760337291670463853894557093582307061296887695789337158203125	0.000000000000000000000443093424153522521320807002106582297370552141863468055102046570803420166839714511297643184661865234375	-1.4731167263561293	11.816749406293885	CDKN1A;HSPB8;SERPINE1;TNFAIP3;HSPB1;ADM;MRPL34;SLC2A5;CLU;TSKU;CTSS;HEBP1;GPR176;TUBB6;LGALS1;ANPEP;SVEP1;HMGCS2;EDN1;METTL1;ACTN1;ITGA1;EMP3;SERPINB6;RAB32;MN1;RAB30;TUBB2A;IRF1;PXDN;DDIT4;RDH5;PLEKHO1;TAGLN2;ANGPTL4;ATF3;MCM2;CFD;PDXK;MVP;AAAS;THBS1;CRIP1;C3;DPP4;SH3TC1;HSD17B2;HMOX1;CCL2;PLTP;SLC25A22;SLC19A2;STRA6;PTCD2;NDUFA5;STAT1;FN1;OSGIN1;ACSF2;COL1A1;RCAN1;COL3A1;BCL6;P4HA2;XPNPEP2;ALOX5AP;TGFBI;SEC24D;NFKBIE;SLC26A6;ADA
CLOCK_20551151_ChIP-Seq_293T_Human	20/407	0.0004690766964526380390469728620672640317934565246105194091796875	0.00876069712492426842798121100486241630278527736663818359375	0.00000000115971210911649336151449252575555692867936841139453463256359100341796875	0.00000000355757096274866315449842598121928116672307851331424899399280548095703125	-2.493257393152535	11.811756528106313	SPON2;PDXK;CDKN1A;CEBPB;SLC16A1;RRAD;ACTN1;SERPINE1;EPHX1;ABHD6;FBXO21;CLU;HERPUD1;TUBB2A;TUBA1A;BCL6;GSTA3;DDIT4;SLC25A30;ANGPTL4
IRF8_27001747_Chip-Seq_BMDM_Mouse	71/2000	0.00000982300484048900609157679852945221909976680763065814971923828125	0.0003282951617742378182251972162930542253889143466949462890625	0.00000000000000000000001395569839853614265834112327589949337498002630760337291670463853894557093582307061296887695789337158203125	0.000000000000000000000443093424153522521320807002106582297370552141863468055102046570803420166839714511297643184661865234375	-1.388157679093755	11.135242127654617	GALNT12;NCF2;GFI1;HEXA;TNFAIP3;LIPA;CTSS;CYP26B1;GLIPR1;UCHL1;MYC;DSE;C3AR1;EFHD2;CCR2;ABCC4;SEC13;FCER1G;CD93;CYBB;DNAJB14;FTSJ3;MMP12;BTC;BANK1;IRF1;MRTO4;S100A6;IRF8;PLEKHO1;PLIN2;CD48;SMPDL3B;ATF3;C1QB;C1QA;FGL2;CXCR4;AIF1;PSMB10;GNAI2;GPNMB;PSMB3;CCL5;UCP2;HMOX1;CCL2;PLEK2;GBP2;PLTP;IL33;CD74;GOT1;CCDC109B;PLCL2;LY86;PYCR1;PSMB8;ACSF2;PSMB9;CXCL10;P2RX4;FABP4;PTPRC;BCL6;FABP5;P4HA2;TGFBI;IL7R;EVI2B;CD68
SOX2_20726797_ChIP-Seq_SW620_Human	82/2564	0.000080710793512355370120207875839213329527410678565502166748046875	0.00187952830955595670721358647625720550422556698322296142578125	0.00000000000000000000000202543698110628234487497430786318185002690740787169400011030639843605249961200343022937886416912078857421875	0.000000000000000000000085743498866832628939712841007948982643866834491298436387438281804096451566010728129185736179351806640625	-1.7256123761350692	10.831210618940917	GALNT12;SPON2;TNFAIP8;SERPINE1;LY75;KRT20;CXCL3;WFDC2;CTSS;TMEM47;TUBB6;LGALS1;DPYSL3;CASP4;ARHGDIB;PDK4;SLC16A6;UPP1;ELOVL1;EDN1;TNFRSF12A;IGFBP2;F2R;PLAUR;DNAJB14;EMP3;BTC;TUBB2B;RAB30;OAS1;IRF1;ALDH1A1;DDIT4;PLEKHO1;TAGLN2;LCP1;SMPDL3B;ATF3;RBKS;CD44;HLA-DQB1;CSTB;TAGLN;SLC26A2;PDXK;MAOB;PEX11A;MVP;TMPRSS4;LRP4;IQGAP2;DTX4;EFNA4;THBS1;LRP8;CRIP1;PTPLA;PLAC8;DPP4;HSD17B2;UCP2;GBP2;PLCL2;FN1;LAPTM5;ASNS;NMI;LYZ;PSMB9;VNN1;BCL6;FABP5;P4HA2;APOC2;LCN2;TSR1;CRYL1;BLMH;VIM;SEC24D;SPRR1A;ADA
