Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
response to nutrient levels (GO:0031667)	17/291	0.00000326646830886566534577256613880447133624329580925405025482177734375	0.000371246686642232319626455439021128768217749893665313720703125	0.000109990671644731864936388177067527749386499635875225067138671875	0.009028400964171741371888657567978953011333942413330078125	-2.396343248081027	18.927861721769393	ABCA1;EGR1;SREBF1;CASR;BDNF;IL15;BCKDHB;HMGCR;SIRT1;AACS;SFRP1;ZFP36;OXCT1;ALB;ACADM;TK1;PPARGC1A
epidermal growth factor receptor signaling pathway (GO:0007173)	14/193	0.0000020185757340849496725633700766611156041108188219368457794189453125	0.0002981356743020925604246984530476538566290400922298431396484375	0.00005268838506501170404310030459527069979230873286724090576171875	0.006563558668125392403513984618257381953299045562744140625	-2.319203589713136	18.827206361488443	GRB7;KL;PIGR;EGF;IRS1;GAB1;ADCY1;RPS6KA5;FGF9;PRKAR2B;ERBB2;SPRY2;SPRY1;TNRC6B
ERBB signaling pathway (GO:0038127)	14/196	0.00000242140649179364504772868534054897082796742324717342853546142578125	0.0002981356743020925604246984530476538566290400922298431396484375	0.000061599732793439593791194608396466492195031605660915374755859375	0.007001046554023615531292534797103144228458404541015625	-2.314799068341555	18.791450624840675	PIGR;GRB7;KL;EGF;IRS1;GAB1;ADCY1;RPS6KA5;FGF9;PRKAR2B;ERBB2;SPRY2;SPRY1;TNRC6B
ureteric bud development (GO:0001657)	7/40	0.00000241487359162216642621107652588730019260765402577817440032958984375	0.0002981356743020925604246984530476538566290400922298431396484375	0.0000309378002145008486702994210393313778695301152765750885009765625	0.00495622182987483055061073144997862982563674449920654296875	-2.2735787475107454	18.456825631152906	SFRP1;BDNF;WT1;TCF21;SPRY1;SLIT2;SMAD7
blood vessel morphogenesis (GO:0048514)	9/74	0.0000021009444934998654932827542862749936602995148859918117523193359375	0.0002981356743020925604246984530476538566290400922298431396484375	0.000031921194503818550096234385460292060088249854743480682373046875	0.00495622182987483055061073144997862982563674449920654296875	-2.257927612337376	18.3297703122462	NRP1;TFAP2B;HPGD;CDH2;HEY1;HEY2;ID1;HES1;SMAD7
isoprenoid metabolic process (GO:0006720)	11/114	0.000001620588205589328554707679967694655687182603287510573863983154296875	0.0002816963616186156480099278542894580823485739529132843017578125	0.0000313741482976726121230208466084121710082399658858776092529296875	0.00495622182987483055061073144997862982563674449920654296875	-2.2049310651210754	18.024607641091592	IDI1;RBP4;TTR;RBP1;CYP1A2;ABCA4;LPL;GPC5;HMGCR;AKR1C4;LDLR
small molecule biosynthetic process (GO:0044283)	20/394	0.0000038421970270915961802120873469501560748540214262902736663818359375	0.0004205071190761358102851164009194917525746859610080718994140625	0.0001713296084286624449376235101993870557635091245174407958984375	0.01078959901608578762777224113733609556220471858978271484375	-2.3163787802642655	18.007642484706267	IDI1;OAT;INSIG1;MYO5A;LPL;MTR;HMGCR;MAT1A;AKR1C4;PTPLB;CYP7B1;CYP4F12;ACACA;SCD;FASN;PMVK;PADI2;ACADM;BCAT1;SLC27A5
regulation of glucose metabolic process (GO:0010906)	10/94	0.000001982847473161607575859420593555881850988953374326229095458984375	0.0002981356743020925604246984530476538566290400922298431396484375	0.000033544648594753510048409317345630142881418578326702117919921875	0.00495622182987483055061073144997862982563674449920654296875	-2.2119040505396304	17.956152791429908	C1QTNF3;IGFBP4;IRS1;GRB10;RORA;ACADM;IGF1;PHLDA2;PPARGC1A;SIRT1
carbohydrate homeostasis (GO:0033500)	12/143	0.0000024171953133505655068251176398330670735958847217261791229248046875	0.0002981356743020925604246984530476538566290400922298431396484375	0.000049298734973396313185402262124767958084703423082828521728515625	0.006563558668125392403513984618257381953299045562744140625	-2.208364519019609	17.927419009434217	NGFR;TFAP2B;RBP4;CASR;OXCT1;CMA1;IRS1;PYGL;PPARGC1A;SIRT1;HK2;AACS
glucose homeostasis (GO:0042593)	12/143	0.0000024171953133505655068251176398330670735958847217261791229248046875	0.0002981356743020925604246984530476538566290400922298431396484375	0.000049298734973396313185402262124767958084703423082828521728515625	0.006563558668125392403513984618257381953299045562744140625	-2.205869655978679	17.907165806341748	NGFR;TFAP2B;RBP4;CASR;OXCT1;CMA1;IRS1;PYGL;PPARGC1A;SIRT1;HK2;AACS
regulation of ossification (GO:0030278)	13/173	0.000003176099614097603230527568085594936064808280207216739654541015625	0.000371246686642232319626455439021128768217749893665313720703125	0.00006963393966817892251353061539020927739329636096954345703125	0.007348867561409597008725835820541760767810046672821044921875	-2.259163281843846	17.844326032959522	KL;HDAC5;OSR2;ZBTB16;IGF1;TOB1;SFRP1;HEY1;ID2;ID1;ID4;ID3;PRKD1
artery morphogenesis (GO:0048844)	7/46	0.0000064025888238389252725695117984816562284322571940720081329345703125	0.000544920437532165941214856719199133294750936329364776611328125	0.0000686677728719177894560476982377394961076788604259490966796875	0.007348867561409597008725835820541760767810046672821044921875	-2.3320783903604623	17.525267706068508	TFAP2B;NRP1;HPGD;HEY1;HEY2;HES1;SMAD7
mesonephric tubule development (GO:0072164)	7/44	0.0000047070672594965240749889136273598211346325115300714969635009765625	0.000496763705421865236176726110528534263721667230129241943359375	0.000053308090705586947300083366929612793683190830051898956298828125	0.006563558668125392403513984618257381953299045562744140625	-2.240042887624488	17.04089349742873	SFRP1;BDNF;WT1;TCF21;SPRY1;SLIT2;SMAD7
response to peptide (GO:1901652)	19/384	0.000009669998615540753786746878961633200333380955271422863006591796875	0.00071171188738942590089331385883042457862757146358489990234375	0.00033766207440133759638822841253613660228438675403594970703125	0.0151180519675144335589589417168099316768348217010498046875	-2.3495476893701004	17.02913957143335	EGR1;SREBF1;HDAC5;KL;CASR;BTG2;IRS1;GAB1;MYO5A;ADCY1;SIRT1;SOCS2;RBP4;FGF9;PRKAR2B;GRB10;IRF5;EIF4B;VAMP2
alcohol metabolic process (GO:0006066)	18/340	0.0000066406407226607099613204833465918142110240296460688114166259765625	0.0005450859259850666764524174112693799543194472789764404296875	0.00022272945515439360078362163175569321538205258548259735107421875	0.01078959901608578762777224113733609556220471858978271484375	-2.260621733312495	16.987593732920722	ABCA1;SREBF1;IDI1;INSIG1;HMGCR;IGF1;CYP7B1;SREBF2;NUDT4;NUDT11;RBP4;TTR;PMVK;APOF;ENPP2;SMPDL3A;LDLR;PLCD1
negative regulation of cellular response to growth factor stimulus (GO:0090288)	10/104	0.0000049944630892551318678972312181674197972824913449585437774658203125	0.0005089185665085832303844437518591803382150828838348388671875	0.0000738061833990477839974320151128495126613415777683258056640625	0.007520595584282282856924961578215516055934131145477294921875	-2.2195654054114886	16.831458414485894	TGFBR3;NGFR;BAMBI;ADAMTSL2;PMEPA1;SPRY2;SPRY1;SLIT2;SIRT1;SMAD7
response to drug (GO:0042493)	18/354	0.000011507166867617148103071673947983555308383074589073657989501953125	0.00080961138318592072195267750345237800502218306064605712890625	0.00035435222822114190686926260553946121945045888423919677734375	0.01562851991632051296132743800626485608518123626708984375	-2.357155854047149	16.780489279816006	ABCA1;EGR1;TFAP2B;HDAC5;SREBF1;ABCB1;BDNF;LPL;ADCY1;FOS;AACS;DUSP6;SFRP1;MDK;OXCT1;IL1B;FOSB;PPARGC1A
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)	13/186	0.00000703663150874625132236324376311387140958686359226703643798828125	0.0005619796245498694976794329392077997908927500247955322265625	0.00013792378807392962811705083847613195757730863988399505615234375	0.01072538930943321179578564539269791566766798496246337890625	-2.2335609419359166	16.716070519231586	TFAP2B;MAGI2;SIRT1;CHRDL1;TOB1;SMAD7;TGFBR3;SFRP1;BAMBI;ADAMTSL2;ITGA8;PMEPA1;HES1
negative regulation of MAPK cascade (GO:0043409)	11/130	0.0000058776933854096502287951524212683551695590722374618053436279296875	0.000544920437532165941214856719199133294750936329364776611328125	0.00009467880523083356709979074850025426712818443775177001953125	0.00847805665021555097948802171003990224562585353851318359375	-2.2209533285987484	16.690177228716923	PER1;SFRP1;RGS2;IL1B;SPRY4;SPRY2;SPRY1;HMGCR;IGF1;NDRG2;DUSP6
mesonephric epithelium development (GO:0072163)	7/45	0.000005500729646203926447261926824250366507840226404368877410888671875	0.000541821870151086766066728106494565508910454809665679931640625	0.0000605910587291118817032664622956872335635125637054443359375	0.007001046554023615531292534797103144228458404541015625	-2.217755965308646	16.678796217447363	SFRP1;BDNF;WT1;TCF21;SPRY1;SLIT2;SMAD7
negative regulation of phosphorylation (GO:0042326)	17/325	0.00001401191042259164356957590324981310914154164493083953857421875	0.000888834372299558499695704139043073155335150659084320068359375	0.0003787789206594200362189506225973900654935277998447418212890625	0.0159898815792655184242487820256428676657378673553466796875	-2.363419410224137	16.604438575796323	SPRY4;HMGCR;IGF1;NDRG2;SIRT1;DUSP6;SMAD7;PER1;SFRP1;RGS2;PRKAR2B;IL1B;GRB10;SPRY2;PMEPA1;SPRY1;SLIT2
fatty acid metabolic process (GO:0006631)	16/280	0.00000840420937328314866343430267203729044922511093318462371826171875	0.00063678047943722319683412802504562932881526648998260498046875	0.0002215855562827280522686379526930977590382099151611328125	0.01078959901608578762777224113733609556220471858978271484375	-2.252905105496039	16.57932147058021	CYP2J2;HPGD;MYO5A;LPL;PTPLB;CYP4F12;ACACA;AACS;PCCA;SCD;PRKAR2B;FASN;CYP1A2;ACADM;PPARGC1A;SLC27A5
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	10/107	0.0000064542183802456210719544586751350578879282693378627300262451171875	0.000544920437532165941214856719199133294750936329364776611328125	0.0000919278510601814237424012077326551661826670169830322265625	0.00847805665021555097948802171003990224562585353851318359375	-2.20068249069884	16.537844501699414	TGFBR3;SFRP1;BAMBI;MAGI2;ADAMTSL2;PMEPA1;SIRT1;CHRDL1;TOB1;SMAD7
regulation of osteoblast differentiation (GO:0045667)	10/106	0.0000059313043793754187364025177997550741793020279146730899810791015625	0.000544920437532165941214856719199133294750936329364776611328125	0.0000855093324082587392769017053950619811075739562511444091796875	0.008422669242213486062720306790652102790772914886474609375	-2.1429228223280417	16.10378805874446	HDAC5;SFRP1;HEY1;ID2;ID1;ID4;ID3;IGF1;PRKD1;TOB1
response to steroid hormone (GO:0048545)	18/369	0.00002007089514461167948440774300156164144937065429985523223876953125	0.000988491585872125315404002066088651190511882305145263671875	0.000565834991480844667725846885986129564116708934307098388671875	0.0194423534863476278611305048116264515556395053863525390625	-2.3038081926801564	15.940810126518775	EGR1;SREBF1;KCNJ10;BCKDHB;RORA;AQP4;FOS;ESR2;AACS;NR3C2;SOCS2;SFRP1;HEY1;MDK;CYP1A2;FOSB;SLIT2;TK1
response to radiation (GO:0009314)	20/442	0.00002069232642207291894098468432172666098267654888331890106201171875	0.0010023905668397618991261044385510103893466293811798095703125	0.0007011762158700266846234061546283555799163877964019775390625	0.02181027071469399114533871397725306451320648193359375	-2.304917762006487	15.916304353755566	EGR1;KCNJ10;PLEKHB1;ABCA4;CIRBP;LPL;AQP4;HMGCR;FOS;AKR1C4;SIRT1;DDB2;PER1;RBP4;SFRP1;TTR;ID2;RBP1;GPC5;LDLR
cholesterol metabolic process (GO:0008203)	10/107	0.0000064542183802456210719544586751350578879282693378627300262451171875	0.000544920437532165941214856719199133294750936329364776611328125	0.0000919278510601814237424012077326551661826670169830322265625	0.00847805665021555097948802171003990224562585353851318359375	-2.117162187615181	15.9102002181782	ABCA1;IDI1;SREBF1;INSIG1;PMVK;APOF;HMGCR;CYP7B1;LDLR;SREBF2
regulation of vasculature development (GO:1901342)	13/197	0.0000130759287190869175694814263710696877751615829765796661376953125	0.000878167485565951064056811059543861119891516864299774169921875	0.000234779456190544930614672036739420946105383336544036865234375	0.0110122744927469880249493172641450655646622180938720703125	-2.210994372538989	15.560255895078964	EGR1;HDAC5;CMA1;TMEM100;SFRP1;HEY1;WT1;APOH;IL1B;HEY2;ID1;ERBB2;PRKD1
cellular response to peptide (GO:1901653)	15/273	0.0000254496213948202020470844286759160013389191590249538421630859375	0.00110593575326020134019788798696026788093149662017822265625	0.000512730770890377877957444496814787271432578563690185546875	0.0187481614905842842999650343926987261511385440826416015625	-2.284929860826853	15.553662579939374	EGR1;HDAC5;KL;SREBF1;CASR;IRS1;GAB1;MYO5A;ADCY1;SOCS2;FGF9;PRKAR2B;GRB10;EIF4B;VAMP2
triglyceride metabolic process (GO:0006641)	9/87	0.000008176214365888459715387380499773684050524025224149227142333984375	0.000635808248715799876303600424165551885380409657955169677734375	0.000101126364433869685675870808694298830232582986354827880859375	0.00853795448291671220386600538176935515366494655609130859375	-2.0929233009586494	15.405199578454662	FASN;APOH;INSIG1;APOF;LPL;AGPAT2;SIRT1;SLC27A5;ACACA
regulation of androgen receptor signaling pathway (GO:0060765)	5/22	0.00001837025147949126213675098695521370473215938545763492584228515625	0.0009523525109104680717864166439312612055800855159759521484375	0.00015036808488173348564986842035295921959914267063140869140625	0.01078959901608578762777224113733609556220471858978271484375	-2.199427071768579	15.300480057323838	SFRP1;TCF21;IGF1;SIRT1;ESR2
regulation of insulin secretion (GO:0050796)	12/169	0.0000135211806083958890000416841470354256671271286904811859130859375	0.000887890859951329992384716494058238822617568075656890869140625	0.00021650236780947277443441778554955590152530930936336517333984375	0.01078959901608578762777224113733609556220471858978271484375	-2.1702426561428667	15.249561012361356	SREBF1;TFAP2B;SFRP1;RBP4;CASR;OXCT1;PRKAR2B;IRS1;IL1B;HMGCR;AACS;VAMP2
negative regulation of intracellular signal transduction (GO:1902532)	17/345	0.00003002807371021796385463127621040513304251362569630146026611328125	0.00121928641933587004510253226641225410276092588901519775390625	0.000720343146349367653875905848082084048655815422534942626953125	0.02198301073216220313799595942327869124710559844970703125	-2.2596036671053987	15.160787064014222	SPRY4;MAGI2;RORA;IGF1;HMGCR;NDRG2;SIRT1;DUSP6;SOCS2;PER1;C1QTNF3;SFRP1;RGS2;IL1B;SPRY2;SPRY1;SLIT2
circadian regulation of gene expression (GO:0032922)	7/51	0.0000129611599396412566047309677941257177735678851604461669921875	0.000878167485565951064056811059543861119891516864299774169921875	0.00012333436223523866655249481283362911199219524860382080078125	0.0098500821731116287860441360635377350263297557830810546875	-2.1428656616660464	15.080788290750569	NGFR;PER1;PER3;ID2;RORA;SIRT1;PPARGC1A
carboxylic acid biosynthetic process (GO:0046394)	15/272	0.0000243868572566693374878248057324725550643051974475383758544921875	0.00110593575326020134019788798696026788093149662017822265625	0.00049447643167378828137070723158785767736844718456268310546875	0.0187481614905842842999650343926987261511385440826416015625	-2.2048772030107338	15.008739057495367	OAT;MYO5A;LPL;MTR;MAT1A;AKR1C4;PTPLB;CYP7B1;ACACA;SCD;FASN;PADI2;ACADM;BCAT1;SLC27A5
neurotrophin signaling pathway (GO:0038179)	15/278	0.000031401031132420405733891854982431368625839240849018096923828125	0.0012539195540040852690222283882803822052665054798126220703125	0.000612898548125972845480868844703081776970066130161285400390625	0.020123502330136107396629796539855306036770343780517578125	-2.2450305415284166	15.000128885957295	NGFR;KL;ARHGEF12;EGF;IRS1;MAGI2;GAB1;ADCY1;DUSP6;RPS6KA5;MAPKAPK3;FGF9;PRKAR2B;ERBB2;TNRC6B
organic acid biosynthetic process (GO:0016053)	15/272	0.0000243868572566693374878248057324725550643051974475383758544921875	0.00110593575326020134019788798696026788093149662017822265625	0.00049447643167378828137070723158785767736844718456268310546875	0.0187481614905842842999650343926987261511385440826416015625	-2.2022164223062584	14.990626954368643	OAT;MYO5A;LPL;MTR;MAT1A;AKR1C4;PTPLB;CYP7B1;ACACA;SCD;FASN;PADI2;ACADM;BCAT1;SLC27A5
regulation of carbohydrate metabolic process (GO:0006109)	11/145	0.0000166614248959343565800565734047467003620113246142864227294921875	0.00093821789022860055916319677038472946151159703731536865234375	0.00023189728422281637664446873881018973406753502786159515380859375	0.0110122744927469880249493172641450655646622180938720703125	-2.1481217955272953	14.975691982978688	C1QTNF3;EGF;IGFBP4;IRS1;GRB10;RORA;ACADM;IGF1;PHLDA2;PPARGC1A;SIRT1
trabecula formation (GO:0060343)	5/24	0.000028905568586067587337658235657755767533672042191028594970703125	0.001203041622138446842260606217678287066519260406494140625	0.000214291924559126441274248264790003304369747638702392578125	0.01078959901608578762777224113733609556220471858978271484375	-2.2108684351364603	14.863452363699778	TGFBR3;RBP4;SFRP1;HEY1;HEY2
behavior (GO:0007610)	21/494	0.000032299331127845924195064741812899455908336676657199859619140625	0.001272593646437129334680893322229167097248136997222900390625	0.0011090092122065220957283226965728317736648023128509521484375	0.0282510536385368327128020382588147185742855072021484375	-2.224420124481689	14.829537683885768	EGR1;CASR;BTG2;KCNJ10;HOMER2;BDNF;ETV1;HMGCR;ADCY1;FOS;ETV5;PER3;MDK;PRKAR2B;NOVA1;ID2;RCAN2;PENK;ALB;ITGA8;EPHB2
negative regulation of osteoblast differentiation (GO:0045668)	6/38	0.0000240194747733113447775606108525181525692460127174854278564453125	0.00110593575326020134019788798696026788093149662017822265625	0.00019132080013015625454507462332998102283454500138759613037109375	0.01078959901608578762777224113733609556220471858978271484375	-2.174997722109714	14.80534753464572	HDAC5;SFRP1;ID2;ID1;ID3;TOB1
water homeostasis (GO:0030104)	6/38	0.0000240194747733113447775606108525181525692460127174854278564453125	0.00110593575326020134019788798696026788093149662017822265625	0.00019132080013015625454507462332998102283454500138759613037109375	0.01078959901608578762777224113733609556220471858978271484375	-2.1599096942932188	14.702642371709302	TFAP2B;BPIFA1;SCNN1A;AQP4;IGF1;CYP4F12
negative regulation of protein serine/threonine kinase activity (GO:0071901)	10/118	0.00001541034747438854303589091110371356307950918562710285186767578125	0.00093016480874363698105877773514293949119746685028076171875	0.00019401914361165213868988532741610697485157288610935211181640625	0.01078959901608578762777224113733609556220471858978271484375	-2.1027814628197543	14.677727449301441	SFRP1;RGS2;PRKAR2B;IL1B;SPRY4;SPRY2;SPRY1;HMGCR;SIRT1;DUSP6
cellular glucose homeostasis (GO:0001678)	7/49	0.0000098748519062492258100381670171685755121870897710323333740234375	0.00071171188738942590089331385883042457862757146358489990234375	0.000098322357076135815409471951920039600736345164477825164794921875	0.00853795448291671220386600538176935515366494655609130859375	-2.02213589751318	14.656112147436117	CASR;OXCT1;CMA1;SIRT1;PPARGC1A;HK2;AACS
cellular response to nitrogen compound (GO:1901699)	19/438	0.0000587444173875146453717328853816326272863079793751239776611328125	0.00184669950404367836337138353286491110338829457759857177734375	0.00151971382011847227534728776987549281329847872257232666015625	0.033020252488603574203551715982030145823955535888671875	-2.3138683240198796	14.56430931426457	EGR1;SREBF1;HDAC5;KL;CASR;IRS1;GAB1;MYO5A;ADCY1;SOCS2;SFRP1;FGF9;WT1;PRKAR2B;GRB10;SLIT2;PPARGC1A;EIF4B;VAMP2
sterol metabolic process (GO:0016125)	10/119	0.0000165966848288138371712678587055478374168160371482372283935546875	0.00093821789022860055916319677038472946151159703731536865234375	0.00020679061785095888899473071109724742200342006981372833251953125	0.01078959901608578762777224113733609556220471858978271484375	-2.0852925788541725	14.537676318137137	ABCA1;IDI1;SREBF1;INSIG1;PMVK;APOF;HMGCR;CYP7B1;LDLR;SREBF2
terpenoid metabolic process (GO:0006721)	9/97	0.00001990005000288911688973748914666117570959613658487796783447265625	0.000988491585872125315404002066088651190511882305145263671875	0.00021645163956722141321807606484384223222150467336177825927734375	0.01078959901608578762777224113733609556220471858978271484375	-2.095659710747681	14.500562002065054	RBP4;TTR;RBP1;CYP1A2;ABCA4;LPL;GPC5;AKR1C4;LDLR
lipid homeostasis (GO:0055088)	9/96	0.00001829930292214410029343930885747937509222538210451602935791015625	0.0009523525109104680717864166439312612055800855159759521484375	0.00020143337672071703393396335801668328713276423513889312744140625	0.01078959901608578762777224113733609556220471858978271484375	-2.082613178799977	14.48785541396739	ABCA1;MYLIP;C1QTNF3;APOM;LPL;RORA;SIRT1;LDLR;ACACA
acylglycerol metabolic process (GO:0006639)	9/93	0.000014137128764155413898867368061029736736600170843303203582763671875	0.000888834372299558499695704139043073155335150659084320068359375	0.00016147888038818897422400910901529869079240597784519195556640625	0.01078959901608578762777224113733609556220471858978271484375	-2.0604177587117602	14.4756702796838	FASN;APOH;INSIG1;APOF;LPL;AGPAT2;SIRT1;SLC27A5;ACACA
