Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705)	11/163	0.000733698893881592627448651189325801169616170227527618408203125	0.01626365881437530358510912265046499669551849365234375	0.00736700550033559699303342682696893461979925632476806640625	0.132406990749274922070100046767038293182849884033203125	-2.042111259261747	8.411093150392942	CYP27B1;CYP26B1;EGLN3;CYP24A1;P4HA2;CYP4A22;CYP4A11;BBOX1;HMOX1;CYP2E1;CYP2F1
carbohydrate binding (GO:0030246)	15/278	0.0009268771314134356849312457171663481858558952808380126953125	0.019883009431933378052814731518083135597407817840576171875	0.01293107035486120749701033361134250299073755741119384765625	0.1592437367774574841217116727420943789184093475341796875	-2.0588426170534206	8.066318302493036	GALNT12;EGLN3;CD93;GFPT2;CLEC10A;LY75;ENDOU;UPK1A;LGALS1;P4HA2;CLEC7A;AIM1L;CD69;CD34;MBL2
extracellular matrix binding (GO:0050840)	6/51	0.00070440933791361616707338288989603825029917061328887939453125	0.016152834817674301126633196190596208907663822174072265625	0.0041198877097968489291446303468546830117702484130859375	0.10529118862941337642080696923585492186248302459716796875	-1.8370675264306389	7.579115486080137	ACHE;SPARC;LGALS1;TGFBI;THBS1;CTSS
endopeptidase activity (GO:0004175)	19/411	0.00132428740043259393112384803004033528850413858890533447265625	0.0214216210479755940487844867448075092397630214691162109375	0.0233777284640979930718795998245695955120027065277099609375	0.2426899009981422217219204640059615485370159149169921875	-1.966908795378051	7.559527843857686	CFD;CFI;TMPRSS4;PREP;ADAM11;MMP9;CTSS;PRSS53;PSMB10;PSMB8;PSMB9;MMP12;DPP4;UCHL1;PSMB3;PAPPA;CASP4;CASP1;BLMH
carboxylic acid binding (GO:0031406)	12/200	0.001202517512084354256440832386942929588258266448974609375	0.0213995036818186191995838640877991565503180027008056640625	0.01213751807381325924228843149421663838438689708709716796875	0.1592437367774574841217116727420943789184093475341796875	-1.9619317841806783	7.54242612438969	ALAS2;CYP26B1;EGLN3;FABP4;GOT1;FABP5;P4HA2;ADIPOQ;ALOX5AP;THBS1;FTCD;SNCA
organic acid binding (GO:0043177)	12/201	0.0012550084866028965967232888800708678900264203548431396484375	0.0213995036818186191995838640877991565503180027008056640625	0.01256246516062005380565125278735649771988391876220703125	0.1592437367774574841217116727420943789184093475341796875	-1.9351731946811714	7.43955573607128	CYP26B1;EGLN3;ALAS2;FABP4;GOT1;FABP5;P4HA2;ADIPOQ;ALOX5AP;THBS1;FTCD;SNCA
growth factor binding (GO:0019838)	9/123	0.00124529328966298258318801117638940922915935516357421875	0.0213995036818186191995838640877991565503180027008056640625	0.0092393844845033192003658228941276320256292819976806640625	0.1418707401270577761476232581117074005305767059326171875	-1.8702930814944871	7.190131436715751	IGFBP1;COL1A1;COL3A1;PXDN;IGFBP2;NTF3;CD36;CXCL13;THBS1
monooxygenase activity (GO:0004497)	8/99	0.001217088073691279491439498627869397751055657863616943359375	0.0213995036818186191995838640877991565503180027008056640625	0.00813305634788761243336718820273745222948491573333740234375	0.1340992054881498807272777185062295757234096527099609375	-1.8403622263656436	7.075065629907698	CYP27B1;CYP26B1;CYP24A1;CYP4A22;CYP4A11;CYP2E1;CYP2F1;BCMO1
carboxylic acid transmembrane transporter activity (GO:0046943)	8/101	0.00138515745122248204630743817489246794139035046100616455078125	0.0214216210479755940487844867448075092397630214691162109375	0.009054919410183624728372109302654280327260494232177734375	0.1418707401270577761476232581117074005305767059326171875	-1.7908135456118326	6.882731366610281	SLC13A2;SLC16A1;SLC16A6;SLC6A12;SLC3A2;SLC38A3;SLC25A22;SLC26A6
transferase activity, transferring alkyl or aryl (other than methyl) groups (GO:0016765)	6/54	0.0009577352210205594164327269623981919721700251102447509765625	0.019902935061833500196559754158442956395447254180908203125	0.00531563129210633859844659099280761438421905040740966796875	0.11402886481453920752837660756995319388806819915771484375	-1.724618298529568	6.755136834645683	GSTA3;ALOX5AP;LTC4S;COX10;SRM;GSTM5
cytokine binding (GO:0019955)	7/78	0.0013264330868047549162602738448413219884969294071197509765625	0.0214216210479755940487844867448075092397630214691162109375	0.007810633974824835422390290062821804895065724849700927734375	0.1340992054881498807272777185062295757234096527099609375	-1.7441637804726973	6.703439780082531	GREM1;CD74;GREM2;PXDN;CXCR4;CD36;THBS1
threonine-type peptidase activity (GO:0070003)	4/22	0.0010760454129720652648172229959300238988362252712249755859375	0.0210461823419536286916553535775165073573589324951171875	0.00479192069821977699450865628705287235789000988006591796875	0.109883698769522475391369198405300267040729522705078125	-1.7260218673782823	6.664232733691316	PSMB3;PSMB10;PSMB8;PSMB9
organic acid transmembrane transporter activity (GO:0005342)	8/104	0.00167129741085707077784261453956560217193327844142913818359375	0.02469806173822115813454303179241833277046680450439453125	0.010581090243938003070400810656792600639164447784423828125	0.1497111704727398240333258172540809027850627899169921875	-1.7786066786630041	6.582677584024856	SLC13A2;SLC16A1;SLC16A6;SLC6A12;SLC3A2;SLC38A3;SLC25A22;SLC26A6
threonine-type endopeptidase activity (GO:0004298)	4/22	0.0010760454129720652648172229959300238988362252712249755859375	0.0210461823419536286916553535775165073573589324951171875	0.00479192069821977699450865628705287235789000988006591796875	0.109883698769522475391369198405300267040729522705078125	-1.6749201651580703	6.466927216814776	PSMB3;PSMB10;PSMB8;PSMB9
organic anion transmembrane transporter activity (GO:0008514)	9/130	0.00183107287351654012853841013708233731449581682682037353515625	0.0253177844918046034139447186817051260732114315032958984375	0.01269400232818823810732045131999257137067615985870361328125	0.1592437367774574841217116727420943789184093475341796875	-1.7555689629740863	6.453907215282466	SLC13A2;SLC22A6;SLC16A1;SLC16A6;SLC6A12;SLC3A2;SLC38A3;SLC25A22;SLC26A6
glycoprotein binding (GO:0001948)	7/81	0.00165389373453717005053864586017198234912939369678497314453125	0.02469806173822115813454303179241833277046680450439453125	0.0093869361888579590236236782629930530674755573272705078125	0.1418707401270577761476232581117074005305767059326171875	-1.6798265706349371	6.217089390376163	LGALS1;PTPRC;ITGB2;FLNA;VIM;THBS1;CTSS
electron carrier activity (GO:0009055)	8/107	0.0020022879430440583721495517721677970257587730884552001953125	0.0261082643553784098100489785565514466725289821624755859375	0.01229000168367988705953042227747573633678257465362548828125	0.1592437367774574841217116727420943789184093475341796875	-1.6919559513231248	6.168031127186715	UGDH;GLRX3;MAOB;NCF2;P4HA2;CYBB;CIAPIN1;COX10
calcium-dependent protein binding (GO:0048306)	6/56	0.0011620077331499522634017385058768923045136034488677978515625	0.0213995036818186191995838640877991565503180027008056640625	0.006242529601225412470844045031981295323930680751800537109375	0.12209653484749705132372810112428851425647735595703125	-1.5899135162403641	6.112243726873251	ANXA1;ANXA3;TNNC1;S100A6;S100A4;MBL2
enzyme activator activity (GO:0008047)	19/446	0.0033036674393152700747455785545980688766576349735260009765625	0.039231050841868835010739502422438818030059337615966796875	0.04603249605050620252288950950969592668116092681884765625	0.300922687376685871196713151221047155559062957763671875	-1.8633288350007717	6.033993044535235	ARHGAP11A;CDKN1A;PCOLCE2;GMFG;HTR2B;FN1;RPS27L;LTC4S;IQGAP2;AGT;GUCA2A;GREM1;GPRC5B;APOC2;CCL5;ALOX5AP;ALDH1A1;ARHGDIB;CASP1
secondary active transmembrane transporter activity (GO:0015291)	11/191	0.002615513773364222353812191812494347686879336833953857421875	0.0322095677645779232545208969895611517131328582763671875	0.0206511472633470367921137977873513591475784778594970703125	0.2251313595102586717633386115267057903110980987548828125	-1.7247601082390673	5.925399096750793	SLC13A2;SLC15A1;SLC26A2;SLC22A6;SLC16A1;SLC16A6;SLC6A12;SLC3A2;SLC38A3;SLC25A22;SLC26A6
growth factor activity (GO:0008083)	10/163	0.0025607434266555133099696472953610282274894416332244873046875	0.03213008261747012095366216044567408971488475799560546875	0.018465439543785926168606437158814514987170696258544921875	0.2154301280108358029874437988837598823010921478271484375	-1.719742501675324	5.912410289760556	BTC;ENDOU;GDF15;GMFG;NTF3;ANGPTL3;OSGIN1;TIMP1;FGF12;AGT
GTP binding (GO:0005525)	17/385	0.003719836830954445679175979222463865880854427814483642578125	0.041926974450588246068338804661834728904068470001220703125	0.043880980025584548354089520216803066432476043701171875	0.300922687376685871196713151221047155559062957763671875	-1.785927781426429	5.6646519525738	RRAD;TUBB;GNL2;RHOC;NME1;RHOB;GNAI2;RAB32;TUBB2B;TUBB6;RAB30;TUBB2A;TUBA1A;SCG5;RAC2;GBP2;RAB6B
actin binding (GO:0003779)	17/386	0.0038176354779526030548686410526215695426799356937408447265625	0.042312126547308016866200119920904398895800113677978515625	0.044735413658320684338054462614309159107506275177001953125	0.300922687376685871196713151221047155559062957763671875	-1.6681758277783207	5.275908920025894	TAGLN;GMFG;TNNC1;ACTN1;CXCR4;IQGAP2;CORO1A;AIF1;LRPPRC;EPB41L3;COTL1;FLNA;HCLS1;S100A4;DNASE1;LCP1;PLS1
cargo receptor activity (GO:0038024)	6/62	0.0019781432775377674228300950431957971886731684207916259765625	0.0261082643553784098100489785565514466725289821624755859375	0.00972598917806612693615075926345525658689439296722412109375	0.1427736666314930180643472112933523021638393402099609375	-1.4266139376636073	5.200725921443953	ENDOU;CD163;TMPRSS4;CFI;CD36;LRP8
calcium ion binding (GO:0005509)	26/698	0.004087715057508502745908796072171753621660172939300537109375	0.044562795299068098942019133801295538432896137237548828125	0.08032946350001611557356540060936822555959224700927734375	0.38320308950294312833051435518427751958370208740234375	-1.6356535714284297	5.088282651690754	PNLIPRP1;SPARC;LRP4;CALML3;THBS2;LRP8;THBS1;AIF1;EFHD2;MAN1C1;SVEP1;SNCA;PLS1;ANXA1;CD93;STAT1;ANXA3;TNNC1;ACTN1;PLCL2;MMP12;RCN3;S100A6;S100A4;LCP1;CD69
glutathione transferase activity (GO:0004364)	4/25	0.0017697920174523360838103602787896306836046278476715087890625	0.0253177844918046034139447186817051260732114315032958984375	0.007147352878459048604320447140025862609036266803741455078125	0.13202749067153518591766214740346185863018035888671875	-1.332785238586453	4.89964931549205	GSTA3;ALOX5AP;LTC4S;GSTM5
receptor regulator activity (GO:0030545)	5/42	0.00186552096255402353498775713802615427994169294834136962890625	0.0253177844918046034139447186817051260732114315032958984375	0.0082677705639310448970658029566038749180734157562255859375	0.1340992054881498807272777185062295757234096527099609375	-1.326836626889587	4.877780742533073	GREM1;CCL5;PXDN;ADH7;CXCL13
protein kinase regulator activity (GO:0019887)	8/121	0.0042838231077252340861516444192602648399770259857177734375	0.045947457526407754768715818727287114597856998443603515625	0.0230238973497384862010317618796761962585151195526123046875	0.2426899009981422217219204640059615485370159149169921875	-1.5722279083917352	4.842865647830935	GREM1;CXCL10;GPRC5B;CDKN1A;GMFG;CCL5;HSPB1;CKS1B
guanyl ribonucleotide binding (GO:0032561)	17/405	0.0061174023443244900100079775029371376149356365203857421875	0.06126073834393901129669046667913789860904216766357421875	0.0633005257039136737251538988857646472752094268798828125	0.36136755167502176977478711705771274864673614501953125	-1.722110590880058	4.809193805164526	RRAD;TUBB;GNL2;RHOC;NME1;RHOB;GNAI2;RAB32;TUBB2B;TUBB6;RAB30;TUBB2A;TUBA1A;SCG5;RAC2;GBP2;RAB6B
guanyl nucleotide binding (GO:0019001)	17/406	0.006264255950959176678927153858467136160470545291900634765625	0.06126073834393901129669046667913789860904216766357421875	0.0644046865684816671748791350182727910578250885009765625	0.36136755167502176977478711705771274864673614501953125	-1.7111181464691378	4.778496127649171	RRAD;TUBB;GNL2;RHOC;NME1;RHOB;GNAI2;RAB32;TUBB2B;TUBB6;RAB30;TUBB2A;TUBA1A;SCG5;RAC2;GBP2;RAB6B
fatty acid binding (GO:0005504)	4/26	0.002056942415422477639375120617160064284689724445343017578125	0.0263051289664605301987787555617614998482167720794677734375	0.008075622017044155331877419712327537126839160919189453125	0.1340992054881498807272777185062295757234096527099609375	-1.286562046667838	4.680501585534307	FABP4;FABP5;ALOX5AP;SNCA
serine-type endopeptidase inhibitor activity (GO:0004867)	7/98	0.004848164322134757529825233035580822615884244441986083984375	0.051175067844755776913512335113409790210425853729248046875	0.02295780474383957159290048366528935730457305908203125	0.2426899009981422217219204640059615485370159149169921875	-1.5259980287666837	4.5360334464106495	SLPI;TFPI2;SERPINE1;SERPINA6;AGT;WFDC2;SERPINB6
monocarboxylic acid transmembrane transporter activity (GO:0008028)	4/30	0.003527459454659583569513525702632250613532960414886474609375	0.040444147195665920702101203687561792321503162384033203125	0.012567864751275907575500667689993861131370067596435546875	0.1592437367774574841217116727420943789184093475341796875	-1.1518949794379616	3.6950871172227076	SLC16A1;SLC16A6;SLC6A12;SLC26A6
laminin binding (GO:0043236)	4/30	0.003527459454659583569513525702632250613532960414886474609375	0.040444147195665920702101203687561792321503162384033203125	0.012567864751275907575500667689993861131370067596435546875	0.1592437367774574841217116727420943789184093475341796875	-1.09079869640703	3.4991004236719294	ACHE;LGALS1;THBS1;CTSS
antigen binding (GO:0003823)	9/212	0.037436321039784510589232269239801098592579364776611328125	0.1799593052977379314949502031595329754054546356201171875	0.141575723905112027534158869457314722239971160888671875	0.5201539027453010444190795169561170041561126708984375	-2.012128448454111	3.4508496573372547	CD74;SPON2;HLA-DMA;CD48;IL7R;HLA-G;IGJ;HLA-DQA1;HLA-DQB1
cofactor binding (GO:0048037)	12/266	0.0116453329714230162383881150844899821095168590545654296875	0.09444081007312567221934074268574477173388004302978515625	0.07240284691663360916447089721259544603526592254638671875	0.37525194065366040963027671750751323997974395751953125	-1.4478485989986698	3.416607046937608	UGDH;ALAS2;PDXK;MAOB;GOT1;ACOX2;ECI2;ASNS;CRYL1;CYBB;GPT;DECR1
kinase regulator activity (GO:0019207)	8/141	0.01049199081318122860062569401407017721794545650482177734375	0.092616604346779818346391266459249891340732574462890625	0.047837000541508849227323452169002848677337169647216796875	0.308850537476731912267524648996186442673206329345703125	-1.3997751076132985	3.3304664936298445	GREM1;CXCL10;CDKN1A;GPRC5B;CCL5;GMFG;HSPB1;CKS1B
monocarboxylic acid binding (GO:0033293)	5/59	0.0081941915834561999953944422259155544452369213104248046875	0.075682463930532961615682552292128093540668487548828125	0.0284778256071220349510131342185559333302080631256103515625	0.25993554283311326447147848739405162632465362548828125	-1.1896101496418663	3.0706321839066204	CYP26B1;FABP4;FABP5;ALOX5AP;SNCA
lyase activity (GO:0016829)	9/177	0.0134346092185796128770647328565246425569057464599609375	0.1016650058135950829285576446636696346104145050048828125	0.06379067040376688868530408171864110045135021209716796875	0.36136755167502176977478711705771274864673614501953125	-1.3292246273272106	3.038703371634232	GOT1;DDT;ALOX5AP;NPL;ENO1;LTC4S;FTCD;PTPLA;DAK
scaffold protein binding (GO:0097110)	4/35	0.00620254380904332151824842611631538602523505687713623046875	0.06126073834393901129669046667913789860904216766357421875	0.02008372279629655476895777610479854047298431396484375	0.2245950258532153631652050762568251229822635650634765625	-0.9318231280571642	2.6022242930818025	KRT18;KRT8;LRP4;VIM
phosphoric diester hydrolase activity (GO:0008081)	6/90	0.01224267760626792690692443699163050041534006595611572265625	0.0957809483313902532142236623258213512599468231201171875	0.044478845839327173228294753926093108020722866058349609375	0.300922687376685871196713151221047155559062957763671875	-1.0929400411640828	2.5637001459604876	CCL5;DPYSL3;PLCL2;C3AR1;HMOX1;SMPDL3B
peptidase activator activity (GO:0016504)	4/37	0.0075687546494911106531588984580594114959239959716796875	0.0708904484776280152669158951539429835975170135498046875	0.023721569270495103387563773367219255305826663970947265625	0.2426899009981422217219204640059615485370159149169921875	-0.9641573738335706	2.551757776796724	PCOLCE2;FN1;CASP1;RPS27L
phospholipase activity (GO:0004620)	6/90	0.01224267760626792690692443699163050041534006595611572265625	0.0957809483313902532142236623258213512599468231201171875	0.044478845839327173228294753926093108020722866058349609375	0.300922687376685871196713151221047155559062957763671875	-1.072750109600887	2.516340795450859	CCL5;PLCL2;C3AR1;HMOX1;SMPDL3B;HRASLS
cysteine-type endopeptidase regulator activity involved in apoptotic process (GO:0043028)	4/39	0.00911932187516903240698251664753115619532763957977294921875	0.083073274616265846415075202457956038415431976318359375	0.0277338772613173224768079450086588622070848941802978515625	0.25993554283311326447147848739405162632465362548828125	-0.9909967032412371	2.46563174139825	TNFAIP8;CASP1;RPS27L;SNCA
