Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of angiogenesis (GO:0045765)	23/179	0.000000000004921394986000128836618161617426893080819161330197175630019046366214752197265625	0.000000002763363284639072469796378109176300530425152146563050337135791778564453125	0.000000004892985456839211063961563182543590411199829759425483644008636474609375	0.00000329689360081826030967992735565275097542325966060161590576171875	-2.2905868939490515	45.14017746935822	SPARC;TNFRSF12A;STAT1;ANXA3;SERPINE1;TNFAIP3;HSPB1;ADM;CXCL13;THBS2;F3;THBS1;AGT;RHOB;C3;CXCL10;ANGPTL3;C3AR1;CCL2;HMOX1;ANGPTL4;CD34;CCR2
regulation of cell activation (GO:0050865)	33/420	0.00000000011215743258474335287008674674562834494562224563196650706231594085693359375	0.000000015744099599083348766599189418047277655432480969466269016265869140625	0.00000018671178503687936344327996836256478019322457839734852313995361328125	0.00002246542870675880581763338150746989185790880583226680755615234375	-2.469917300101505	44.37651056857285	CDKN1A;CD83;TNFAIP3;CD3G;SAMSN1;CORO1A;THBS1;AIF1;DPP4;HLA-DMA;LGALS1;CCL5;CCL2;HMOX1;CCL19;HLA-DQA1;CCR2;SNCA;IL33;CD74;FCER1G;VCAM1;IGFBP2;HLA-G;PTPRE;VNN1;PTPRC;BCL6;IRF1;MZB1;IL7R;ADA;HLA-DQB1
positive regulation of locomotion (GO:0040017)	28/304	0.000000000080357022691865361642221105874304802607621667220882955007255077362060546875	0.0000000128915623547092558780497375679925664559988263135892339050769805908203125	0.000000082984275483889212267495810206041628731554737896658480167388916015625	0.000011182960964208910273755097353198806331420200876891613006591796875	-2.4307013611448	44.15780496656444	SPARC;SERPINE1;HSPB1;CXCL13;CORO1A;THBS1;AIF1;ICAM1;P2RY6;CCL5;NTF3;C3AR1;RAC2;CCL2;CCL19;CCR2;CD74;EDN1;ANXA3;F2R;F3;MMP9;AGT;COL1A1;CXCL10;PTPRC;ANGPTL3;TLR2
positive regulation of leukocyte activation (GO:0002696)	26/262	0.0000000000750137483329725858228926400886522364575004218067988404072821140289306640625	0.0000000128915623547092558780497375679925664559988263135892339050769805908203125	0.0000000630664439792420014361403976001219096048089340911246836185455322265625	0.00000923786303330723001440809294404488127838703803718090057373046875	-2.4069134970918546	43.72565814745607	CDKN1A;CD83;CD3G;CORO1A;THBS1;AIF1;DPP4;HLA-DMA;LGALS1;CCL5;CCL2;CCL19;HLA-DQA1;CCR2;IL33;CD74;FCER1G;VCAM1;IGFBP2;HLA-G;VNN1;PTPRC;BCL6;IL7R;ADA;HLA-DQB1
positive regulation of cytokine production (GO:0001819)	29/327	0.00000000009111146208496610545749642636704167773797902185606290004216134548187255859375	0.000000013952477989284128250006554211766485185108876976300962269306182861328125	0.000000102576888232346454536120087565331804313473185175098478794097900390625	0.0000132915975559528922226269764816919405348016880452632904052734375	-2.4002717484574996	43.415176185719616	SPON2;CD83;SERPINE1;HTR2B;HSPB1;DTX4;THBS1;CLU;C3;CASP1;C3AR1;HMOX1;CD36;CCL19;CD34;CCR2;IL33;CD74;FCER1G;ADIPOQ;F2R;HLA-G;AGT;P2RX7;GPRC5B;IRF1;IRF8;LTB;TLR2
regulation of behavior (GO:0050795)	21/166	0.000000000056848671097000159807165100127006990803069097495381356566213071346282958984375	0.00000001197019830786209628712500455983980263141575051122345030307769775390625	0.00000002943492729736616116367644950535531478408302064053714275360107421875	0.0000052192773718329793140001393592086742501123808324337005615234375	-2.3673263282192964	43.182034394005825	CD74;EDN1;SERPINE1;HTR2B;CXCR4;HSPB1;CXCL13;THBS1;AIF1;F3;GREM1;CXCL10;CCL5;NTF3;RAC2;C3AR1;CCL2;CCL19;ADA;STRA6;CCR2
leukocyte migration (GO:0050900)	25/226	0.000000000016573070321509990869375993839904292505293970094726319075562059879302978515625	0.0000000046528894927639297701718354796120158400896116290823556482791900634765625	0.00000001632572556629636906506315989669186894417407529545016586780548095703125	0.00000467207035236583156402601080259273658157326281070709228515625	-2.2428516841309625	43.030853184442655	CCL13;ITGB2;C5AR1;CXCR4;SLC3A2;CXCL13;CXCL3;CORO1A;ICAM1;CCL5;DPYSL3;CCL2;CCL19;CD34;CCR2;EDN1;FCER1G;SLC16A1;ITGA1;FN1;MMP9;COL1A1;CXCL10;CD48;CD44
regulation of vasculature development (GO:1901342)	23/197	0.0000000000361528555351376724870549939612278909917275626639820984564721584320068359375	0.0000000086999264498484876731094055123984232213985023918212391436100006103515625	0.000000025030612582918809550026317790015484288090874542831443250179290771484375	0.0000052192773718329793140001393592086742501123808324337005615234375	-2.2884441002642193	42.47341097440913	SPARC;TNFRSF12A;STAT1;ANXA3;SERPINE1;TNFAIP3;HSPB1;ADM;CXCL13;THBS2;THBS1;F3;AGT;RHOB;C3;CXCL10;ANGPTL3;C3AR1;CCL2;HMOX1;ANGPTL4;CD34;CCR2
positive regulation of cell activation (GO:0050867)	26/272	0.00000000017171054383430706194121840709398106594729682683464488945901393890380859375	0.000000020660457934920732957236977171688874221899823169223964214324951171875	0.0000001247857695968282015967320934535234044915341655723750591278076171875	0.0000155704910285820068214894529301517422936740331351757049560546875	-2.3772572802903946	42.065672669025574	CDKN1A;CD83;CD3G;CORO1A;THBS1;AIF1;DPP4;HLA-DMA;LGALS1;CCL5;CCL2;CCL19;HLA-DQA1;CCR2;IL33;CD74;FCER1G;VCAM1;IGFBP2;HLA-G;VNN1;PTPRC;BCL6;IL7R;ADA;HLA-DQB1
response to interferon-gamma (GO:0034341)	18/108	0.00000000001267416369053910023979558251669790794498304808968214274500496685504913330078125	0.0000000046528894927639297701718354796120158400896116290823556482791900634765625	0.000000006628418669891751648756393904167449893094499202561564743518829345703125	0.000003721857083144218539196186601447635666772839613258838653564453125	-2.186999952968941	41.95929430217927	VCAM1;STAT1;AIF1;HLA-G;ICAM1;CYP27B1;OAS1;CCL5;IRF1;CCL2;IRF8;GBP2;CD44;SLC26A6;HLA-DQA1;HLA-DQB1;JAK1;SNCA
regulation of chemotaxis (GO:0050920)	18/120	0.0000000000783525536505293554853374875671990530678900910288575687445700168609619140625	0.0000000128915623547092558780497375679925664559988263135892339050769805908203125	0.00000002854028369562593069763638113124637474271594328456558287143707275390625	0.0000052192773718329793140001393592086742501123808324337005615234375	-2.2932932386240306	41.66155381367242	CD74;EDN1;SERPINE1;CXCR4;HSPB1;CXCL13;THBS1;AIF1;F3;GREM1;CXCL10;CCL5;NTF3;RAC2;C3AR1;CCL2;CCL19;CCR2
positive regulation of behavior (GO:0048520)	17/107	0.00000000010389425288711925856906125597387967503248962231054974836297333240509033203125	0.000000015218249477248036079314098302506241822129595675505697727203369140625	0.000000032813501188555974454920394212109613363281823694705963134765625	0.0000052642231192497654951203793494141081055204267613589763641357421875	-2.3058437945605434	41.50696496802216	CD74;EDN1;SERPINE1;HSPB1;CXCL13;THBS1;AIF1;F3;CXCL10;CCL5;NTF3;RAC2;C3AR1;CCL2;CCL19;STRA6;CCR2
positive regulation of chemotaxis (GO:0050921)	16/90	0.0000000000643160979249796558957007066467084950567301149249033187516033649444580078125	0.0000000127459372887797916104731668434334179718092627808800898492336273193359375	0.000000020735796300411387469095629738913277861911410582251846790313720703125	0.0000052192773718329793140001393592086742501123808324337005615234375	-2.2742297738475785	41.34106995479069	CD74;EDN1;SERPINE1;HSPB1;CXCL13;THBS1;AIF1;F3;CXCL10;CCL5;NTF3;RAC2;C3AR1;CCL2;CCL19;CCR2
monocarboxylic acid metabolic process (GO:0032787)	35/473	0.00000000015520129974888837924803630568594027538953383782427408732473850250244140625	0.00000001936567329088907497937341382725218164040370538714341819286346435546875	0.0000003001481592270042903308432426234819700994194136001169681549072265625	0.000033706638281192580967708660732995440412196330726146697998046875	-2.290063068288295	40.67097907946489	ACAA2;ECI1;ECI2;ENO1;LTC4S;ADH7;FTCD;PTPLA;C3;CYP26B1;CPT2;DSE;PDK4;STRA6;SNCA;DECR1;ELOVL1;CD74;EGLN3;EDN1;MECR;SLC16A1;EPHX2;ADIPOQ;CYP4A11;BBOX1;ACSF2;UGDH;ACOX2;P4HA2;ALOX5AP;ANGPTL3;CRYL1;LPIN2;TLR2
positive regulation of leukocyte migration (GO:0002687)	15/78	0.00000000007930503680093158599005858704758596504358347800689443829469382762908935546875	0.0000000128915623547092558780497375679925664559988263135892339050769805908203125	0.000000022942332849970448761329889597430919945253435798804275691509246826171875	0.0000052192773718329793140001393592086742501123808324337005615234375	-2.2237279245202104	40.39778212137883	CD74;EDN1;SERPINE1;CXCL13;THBS1;AIF1;ICAM1;CXCL10;CCL5;C3AR1;RAC2;CCL2;CCL19;CCR2;TLR2
cellular response to interferon-gamma (GO:0071346)	16/88	0.000000000045088096879192090270486692176401415967090802183747655362822115421295166015625	0.0000000101267865590665423076511655387822730123303927030065096914768218994140625	0.000000015669279208065877077695059898555796085162228337139822542667388916015625	0.00000467207035236583156402601080259273658157326281070709228515625	-2.170156589481308	39.94841999463255	VCAM1;STAT1;HLA-G;AIF1;ICAM1;OAS1;CCL5;IRF1;CCL2;IRF8;GBP2;CD44;SLC26A6;HLA-DQA1;HLA-DQB1;JAK1
regulation of cytokine production (GO:0001817)	34/482	0.000000001001354144462287332950521919557214378659892872747150249779224395751953125	0.0000001054238160216701856743330245440304349102689229766838252544403076171875	0.0000012356274888717894445684490623005302722958731465041637420654296875	0.00011037120660406358704265505910058209337876178324222564697265625	-2.4295566202447483	39.03150074230374	SPON2;CEBPB;CD83;SERPINE1;HTR2B;HSPB1;TNFAIP3;DTX4;THBS1;CLU;C3;CASP1;C3AR1;CCL2;HMOX1;CD36;CCL19;CD34;CCR2;IL33;CD74;ANXA1;FCER1G;ADIPOQ;F2R;HLA-G;AGT;P2RX7;GPRC5B;BCL6;IRF1;IRF8;LTB;TLR2
leukocyte activation (GO:0045321)	30/373	0.00000000046393670160920774657888848325625226476365270400492590852081775665283203125	0.00000005210009159071403015794408746484689398670298032811842858791351318359375	0.0000004351452976618662131665614400954922302844352088868618011474609375	0.00004729046799428475336517230243060794236953370273113250732421875	-2.3053753330442235	38.66137286749132	CXCR4;CD3G;CLU;AIF1;PSMB10;ICAM1;DPP4;LGALS1;CLEC7A;CCL5;SNCA;EDN1;ANXA1;FCER1G;VCAM1;CD93;ANXA3;PLCL2;TYROBP;PTPRC;BCL6;BANK1;IRF1;LY6D;BAX;CD48;LCP1;IL7R;ADA;TLR2
regulation of leukocyte chemotaxis (GO:0002688)	14/68	0.0000000001301209384405134300835989495130824190882723456752501078881323337554931640625	0.00000001686067083100345282819032348940735399622781187645159661769866943359375	0.00000003203910282051683824208193206335704150689025482279248535633087158203125	0.0000052642231192497654951203793494141081055204267613589763641357421875	-2.1325360889233207	38.16873250125957	CD74;EDN1;SERPINE1;CXCL13;THBS1;AIF1;GREM1;CXCL10;CCL5;RAC2;C3AR1;CCL2;CCL19;CCR2
response to inorganic substance (GO:0010035)	29/370	0.000000001655323520129999284059278103040276086677096145649557001888751983642578125	0.000000155904885337505543830516840063393768645028103492222726345062255859375	0.00000111036517877564298636809160536476071001743548549711704254150390625	0.000103911674647087261258437962396783404983580112457275390625	-2.405518951882525	37.704151500716584	SPARC;MAOB;TNFAIP3;CRIP1;THBS1;FSTL3;ICAM1;ATIC;UCP2;HMOX1;CCL19;SNCA;FGB;NQO1;ANXA1;VCAM1;STAT1;TNNC1;FGG;IGFBP2;KRT8;RHOB;COL1A1;FABP4;ALOX5AP;PXDN;TXNIP;CYP2E1;ADA
positive regulation of leukocyte chemotaxis (GO:0002690)	13/56	0.0000000001202849271782122675294297064530792129577463356326916255056858062744140625	0.0000000162095967865358833111095689973046862775163390324451029300689697265625	0.00000002925089775769741985448629145206977941739978632540442049503326416015625	0.0000052192773718329793140001393592086742501123808324337005615234375	-2.100187306382338	37.67245082798192	CD74;EDN1;SERPINE1;CXCL13;THBS1;AIF1;CXCL10;CCL5;RAC2;C3AR1;CCL2;CCL19;CCR2
regulation of response to wounding (GO:1903034)	28/347	0.0000000016659471273820716471876697030440883651181138702668249607086181640625	0.000000155904885337505543830516840063393768645028103492222726345062255859375	0.00000100416674678109219963524634255946921257418580353260040283203125	0.00009665822199730000029160859043031450710259377956390380859375	-2.4021196673331713	37.65087104763905	CFI;SERPINE1;TNFAIP3;THBS1;CTSS;C3;CCL5;CASP4;CASP1;CD36;CD34;CCR2;IL33;EDN1;ANXA1;FCER1G;TNFRSF12A;ADIPOQ;F2R;PLAUR;F3;AGT;GPRC5B;FABP4;BCL6;ALOX5AP;ADA;TLR2
positive regulation of T cell activation (GO:0050870)	21/189	0.00000000065530069636594567495808970187501536763807763463773881085216999053955078125	0.000000071216388582479701229704786326346610536575099104084074497222900390625	0.000000218498074730416712734262156374309693518398489686660468578338623046875	0.00002538344875057841164961956736956238955826847814023494720458984375	-2.2661447466155105	37.29517431318595	CD74;CD83;VCAM1;IGFBP2;CD3G;CORO1A;HLA-G;AIF1;DPP4;HLA-DMA;LGALS1;VNN1;PTPRC;CCL5;CCL2;CCL19;IL7R;HLA-DQA1;ADA;HLA-DQB1;CCR2
response to other organism (GO:0051707)	33/462	0.000000001300461739910592292562985583591166072192635283499839715659618377685546875	0.000000132765321265417758573850067448096634592502596206031739711761474609375	0.00000138032362876377542502091821940979343708022497594356536865234375	0.000119238725777055356636925653734948582496144808828830718994140625	-2.3319760769943287	36.92610140423136	SPON2;TNFAIP8;C5AR1;SERPINE1;CXCR4;HSPB1;ENO1;CXCL13;ADH7;CLU;ICAM1;PLAC8;CLEC7A;ANPEP;CCL5;COTL1;CCL2;CCL19;CD36;MBL2;FCER1G;STAT1;ANXA3;KRT8;LYZ;IGJ;CXCL10;PTPRC;OAS1;IRF1;DDIT4;IRF8;TLR2
cation homeostasis (GO:0055080)	33/465	0.0000000015308377865416063916895328067221439261036408652216778136789798736572265625	0.000000151688014789960951819847005152264163285735776298679411411285400390625	0.000001576000880888199429913473954834035595240493421442806720733642578125	0.0001327386741928085977203222167730700675747357308864593505859375	-2.337956340444113	36.70928110791123	CCL13;ALAS2;C5AR1;HTR2B;CXCR4;ADM;CXCL13;HERPUD1;BBC3;CYP27B1;MYC;TTPA;CCL5;PDK4;C3AR1;HMOX1;CCL2;CCL19;CCR2;SNCA;EDN1;EPHX2;F2R;CCDC109B;CYP4A11;UPK3A;AGT;ATOX1;PTPRC;LCN2;BAX;SFXN1;SLC26A6
leukocyte chemotaxis (GO:0030595)	16/100	0.000000000332253951494191692418688534801387256256699487266814685426652431488037109375	0.00000003859874353737695969824154679402028467194440963794477283954620361328125	0.00000007656587121859395887569859316668097193314679316245019435882568359375	0.000010747934172310127473484557547589446357960696332156658172607421875	-2.1178404908886788	36.151634837014	CCL13;EDN1;FCER1G;C5AR1;ITGA1;ITGB2;CXCR4;CXCL13;CXCL3;CORO1A;CXCL10;CCL5;DPYSL3;CCL2;CCL19;CCR2
positive regulation of lymphocyte activation (GO:0051251)	23/243	0.000000002394447419871896423155806398115098831969049797407933510839939117431640625	0.000000218024144798605916626893573388723535089184224489144980907440185546875	0.000000789467167970777719069046425570679303973520291037857532501220703125	0.000080597420875562117946466766937874126597307622432708740234375	-2.3525026622145644	36.084238542048446	CD74;CDKN1A;CD83;VCAM1;IGFBP2;CD3G;HLA-G;CORO1A;AIF1;DPP4;HLA-DMA;VNN1;LGALS1;PTPRC;BCL6;CCL5;CCL2;CCL19;IL7R;ADA;HLA-DQA1;HLA-DQB1;CCR2
cellular chemical homeostasis (GO:0055082)	32/452	0.0000000029011093609936339259539969811195481153021091813570819795131683349609375	0.00000025720624834704084010400851854905024396202861680649220943450927734375	0.0000023935702576859631119494085937926541873821406625211238861083984375	0.000179198626625422436677015358696962721296586096286773681640625	-2.360366478117972	35.81475533522526	CCL13;ALAS2;C5AR1;HTR2B;CXCR4;ADM;CXCL13;HERPUD1;BBC3;ICAM1;LGALS1;CCL5;TTPA;MYC;UCP2;C3AR1;CCL2;HMOX1;CCL19;CCR2;EDN1;VCAM1;EPHX2;F2R;CCDC109B;SLC6A12;AGT;ATOX1;NME1;PTPRC;BAX;SLC26A6
regulation of lymphocyte activation (GO:0051249)	27/344	0.0000000059440921499030550091408262839039189362466686361585743725299835205078125	0.0000004884304012932534064372739647519328087810208671726286411285400390625	0.000002562898083572063594117070028932658942721900530159473419189453125	0.0001877044270337887188655756620647707677562721073627471923828125	-2.4007547464638495	34.887933267425524	CDKN1A;CD83;TNFAIP3;CD3G;SAMSN1;CORO1A;AIF1;DPP4;HLA-DMA;LGALS1;CCL5;CCL2;CCL19;HLA-DQA1;CCR2;CD74;VCAM1;IGFBP2;HLA-G;VNN1;PTPRC;BCL6;IRF1;MZB1;IL7R;ADA;HLA-DQB1
response to oxygen levels (GO:0070482)	23/259	0.0000000081415293552292678195744034361398810961674143982236273586750030517578125	0.0000006233820999492591351310894105808291243420171667821705341339111328125	0.000002163935924737661535923773092893185321372584439814090728759765625	0.00017357857453431383885043837178585590663715265691280364990234375	-2.3995415684113786	34.28490472145599	CDKN1A;ALAS2;EDN1;EGLN3;ACAA2;VCAM1;NCF2;ADIPOQ;CXCR4;ADM;THBS1;ICAM1;BBC3;DPP4;DDIT4;UCP2;CASP1;ANKRD1;CCL2;HMOX1;ANGPTL4;ADA;TLR2
cytokine-mediated signaling pathway (GO:0019221)	27/342	0.000000005246599975218438599017172310236267751548666637972928583621978759765625	0.0000004418948829127729968752036869561461429611881612800061702728271484375	0.0000023137640902122136765846349693021011262317188084125518798828125	0.00017716070954374880659469571053676872907090000808238983154296875	-2.297195205754536	33.61300545763748	CXCR4;AAAS;LRP8;EDA2R;ICAM1;CCL5;CCL2;GBP2;HLA-DQA1;JAK1;CCR2;CD74;VCAM1;STAT1;ADIPOQ;KRT8;HLA-G;PSMB8;CXCL10;GREM2;KRT18;OAS1;IRF1;IRF8;IL7R;CD44;HLA-DQB1
regulation of T cell activation (GO:0050863)	23/259	0.0000000081415293552292678195744034361398810961674143982236273586750030517578125	0.0000006233820999492591351310894105808291243420171667821705341339111328125	0.000002163935924737661535923773092893185321372584439814090728759765625	0.00017357857453431383885043837178585590663715265691280364990234375	-2.351559298213056	33.599328949931525	CD74;CD83;VCAM1;IGFBP2;CD3G;CORO1A;HLA-G;AIF1;DPP4;HLA-DMA;LGALS1;VNN1;PTPRC;BCL6;CCL5;IRF1;CCL2;CCL19;IL7R;HLA-DQA1;ADA;HLA-DQB1;CCR2
metal ion homeostasis (GO:0055065)	30/422	0.0000000083720741185671914199775323528647519299994428365607745945453643798828125	0.000000626789282343397062213460370350137651485056267119944095611572265625	0.000004623035693340589642220950228335141218849457800388336181640625	0.00029951937020893169665025634884614191832952201366424560546875	-2.323057155418217	33.17942488485045	CCL13;ALAS2;C5AR1;HTR2B;CXCR4;ADM;CXCL13;HERPUD1;BBC3;CYP27B1;MYC;CCL5;C3AR1;HMOX1;CCL2;CCL19;CCR2;SNCA;EDN1;EPHX2;F2R;CCDC109B;CYP4A11;UPK3A;AGT;ATOX1;PTPRC;LCN2;BAX;SFXN1
response to drug (GO:0042493)	27/354	0.000000010934239956176799231463646865092353976933736703358590602874755859375	0.0000007837756257948858994158620495940059669237598427571356296539306640625	0.000004220595693533368415978172805136381384727428667247295379638671875	0.0002788075861081160361325259611220417355070821940898895263671875	-2.3440434232978813	32.955241801551956	CDKN1A;MAOB;NCF2;HTR2B;LRP8;THBS1;ICAM1;LGALS1;MYC;ANKRD1;CCL2;SNCA;ABCC4;EDN1;ANXA1;STAT1;ADIPOQ;IGFBP2;CYBB;NME1;DAB1;TXNIP;BLMH;PLIN2;CYP2E1;CD69;ADA
fatty acid metabolic process (GO:0006631)	24/280	0.000000007711374985930123440061890733969451883211831955122761428356170654296875	0.000000618562436371394933561931005205902778243398643098771572113037109375	0.00000230537100859297754446995860899694008594451588578522205352783203125	0.00017716070954374880659469571053676872907090000808238983154296875	-2.245490666981421	32.10123750158971	ELOVL1;CD74;EDN1;MECR;ACAA2;EPHX2;ECI1;ADIPOQ;ECI2;CYP4A11;LTC4S;ADH7;ACSF2;PTPLA;C3;CPT2;ACOX2;ALOX5AP;ANGPTL3;CRYL1;LPIN2;TLR2;SNCA;DECR1
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	15/104	0.00000000524192011245737482872356324575986719072062669511069543659687042236328125	0.0000004418948829127729968752036869561461429611881612800061702728271484375	0.0000006457607915221431809366776054248671101731815724633634090423583984375	0.000067986503332440636863942540202288000728003680706024169921875	-2.097752382985235	30.69471942193718	SEC13;FCER1G;NCF2;CYBB;HLA-G;CTSS;PSMB10;PSMB8;PSMB9;HLA-DMA;PSMB3;BLMH;CD36;SEC24D;HLA-DQB1
small molecule biosynthetic process (GO:0044283)	28/394	0.000000026832998411412404727126985136409498267084927647374570369720458984375	0.00000180800743296096793480474788917700124102339032106101512908935546875	0.00000972694406734539448815789197677617039516917429864406585693359375	0.0004809975269931908285238331135502676261239685118198394775390625	-2.258846116955204	29.86936639319368	ACHE;ACAA2;GPT;ADM;LTC4S;PTPLA;CYP27B1;ATIC;DSE;HMGCS2;PLTP;GAMT;ELOVL1;CD74;EDN1;MECR;GOT1;BBOX1;ASNS;PYCR1;BCMO1;UGDH;BHMT;FABP5;ACOX2;MTHFD2;ALOX5AP;LPIN2
